text,label
"She danced next with an officer, and had the refreshment of talking of Wickham, and of hearing that he was universally liked. When those dances were over, she returned to Charlotte Lucas, and was in conversation with her, when she found herself suddenly addressed by Mr. Darcy, who took her so much by surprise in his application for her hand, that, without knowing what she did, she accepted him. He walked away again immediately, and she was left to fret over her own want of presence of mind: Charlotte tried to console her.",romance
"“Sometimes. One must speak a little, you know. It would look odd to be entirely silent for half an hour together; and yet, for the advantage of _some_, conversation ought to be so arranged as that they may have the trouble of saying as little as possible.”",romance
"“Both,” replied Elizabeth archly; “for I have always seen a great similarity in the turn of our minds. We are each of an unsocial, taciturn disposition, unwilling to speak, unless we expect to say something that will amaze the whole room, and be handed down to posterity with all the _éclat_ of a proverb.”",romance
"He made no answer; and they were again silent till they had gone down the dance, when he asked her if she and her sisters did not very often walk to Meryton. She answered in the affirmative; and, unable to resist the temptation, added, “When you met us there the other day, we had just been forming a new acquaintance.”",romance
"The effect was immediate. A deeper shade of _hauteur_ overspread his features, but he said not a word; and Elizabeth, though blaming herself for her own weakness, could not go on. At length Darcy spoke, and in a constrained manner said,--",romance
"Darcy made no answer, and seemed desirous of changing the subject. At that moment Sir William Lucas appeared close to them, meaning to pass through the set to the other side of the room; but, on perceiving Mr. Darcy, he stopped, with a bow of superior courtesy, to compliment him on his dancing and his partner.",romance
"The latter part of this address was scarcely heard by Darcy; but Sir William’s allusion to his friend seemed to strike him forcibly, and his eyes were directed, with a very serious expression, towards Bingley and Jane, who were dancing together. Recovering himself, however, shortly, he turned to his partner, and said,--",romance
"“I do not think we were speaking at all. Sir William could not have interrupted any two people in the room who had less to say for themselves. We have tried two or three subjects already without success, and what we are to talk of next I cannot imagine.”",romance
"“Yes, always,” she replied, without knowing what she said; for her thoughts had wandered far from the subject, as soon afterwards appeared by her suddenly exclaiming, “I remember hearing you once say, Mr. Darcy, that you hardly ever forgave;--that your resentment, once created, was unappeasable. You are very cautious, I suppose, as to its _being created_?”",romance
"“I can readily believe,” answered he, gravely, “that reports may vary greatly with respect to me; and I could wish, Miss Bennet, that you were not to sketch my character at the present moment, as there is reason to fear that the performance would reflect no credit on either.”",romance
"How these papers have been placed in sequence will be made manifest in the reading of them. All needless matters have been eliminated, so that a history almost at variance with the possibilities of later-day belief may stand forth as simple fact. There is throughout no statement of past things wherein memory may err, for all the records chosen are exactly contemporary, given from the standpoints and within the range of knowledge of those who made them.",terror
"We left in pretty good time, and came after nightfall to Klausenburgh. Here I stopped for the night at the Hotel Royale. I had for dinner, or rather supper, a chicken done up some way with red pepper, which was very good but thirsty. (_Mem._, get recipe for Mina.) I asked the waiter, and he said it was called “paprika hendl,” and that, as it was a national dish, I should be able to get it anywhere along the Carpathians. I found my smattering of German very useful here; indeed, I don’t know how I should be able to get on without it.",terror
"It was on the dark side of twilight when we got to Bistritz, which is a very interesting old place. Being practically on the frontier--for the Borgo Pass leads from it into Bukovina--it has had a very stormy existence, and it certainly shows marks of it. Fifty years ago a series of great fires took place, which made terrible havoc on five separate occasions. At the very beginning of the seventeenth century it underwent a siege of three weeks and lost 13,000 people, the casualties of war proper being assisted by famine and disease.",terror
"“My Friend.--Welcome to the Carpathians. I am anxiously expecting you. Sleep well to-night. At three to-morrow the diligence will start for Bukovina; a place on it is kept for you. At the Borgo Pass my carriage will await you and will bring you to me. I trust that your journey from London has been a happy one, and that you will enjoy your stay in my beautiful land.",terror
"“Must you go? Oh! young Herr, must you go?” She was in such an excited state that she seemed to have lost her grip of what German she knew, and mixed it all up with some other language which I did not know at all. I was just able to follow her by asking many questions. When I told her that I must go at once, and that I was engaged on important business, she asked again:",terror
"“That is why, I suppose, you wished him to go on to Bukovina. You cannot deceive me, my friend; I know too much, and my horses are swift.” As he spoke he smiled, and the lamplight fell on a hard-looking mouth, with very red lips and sharp-looking teeth, as white as ivory. One of my companions whispered to another the line from Burger’s “Lenore”:--",terror
"_5 May._--I must have been asleep, for certainly if I had been fully awake I must have noticed the approach of such a remarkable place. In the gloom the courtyard looked of considerable size, and as several dark ways led from it under great round arches, it perhaps seemed bigger than it really is. I have not yet been able to see it by daylight.",terror
"Just as I had come to this conclusion I heard a heavy step approaching behind the great door, and saw through the chinks the gleam of a coming light. Then there was the sound of rattling chains and the clanking of massive bolts drawn back. A key was turned with the loud grating noise of long disuse, and the great door swung back.",terror
"Within, stood a tall old man, clean shaven save for a long white moustache, and clad in black from head to foot, without a single speck of colour about him anywhere. He held in his hand an antique silver lamp, in which the flame burned without chimney or globe of any kind, throwing long quivering shadows as it flickered in the draught of the open door. The old man motioned me in with his right hand with a courtly gesture, saying in excellent English, but with a strange intonation:--",terror
"“Welcome to my house! Enter freely and of your own will!” He made no motion of stepping to meet me, but stood like a statue, as though his gesture of welcome had fixed him into stone. The instant, however, that I had stepped over the threshold, he moved impulsively forward, and holding out his hand grasped mine with a strength which made me wince, an effect which was not lessened by the fact that it seemed as cold as ice--more like the hand of a dead than a living man. Again he said:--",terror
"“Welcome to my house. Come freely. Go safely; and leave something of the happiness you bring!” The strength of the handshake was so much akin to that which I had noticed in the driver, whose face I had not seen, that for a moment I doubted if it were not the same person to whom I was speaking; so to make sure, I said interrogatively:--",terror
"“I am Dracula; and I bid you welcome, Mr. Harker, to my house. Come in; the night air is chill, and you must need to eat and rest.” As he was speaking, he put the lamp on a bracket on the wall, and stepping out, took my luggage; he had carried it in before I could forestall him. I protested but he insisted:--",terror
"“Nay, sir, you are my guest. It is late, and my people are not available. Let me see to your comfort myself.” He insisted on carrying my traps along the passage, and then up a great winding stair, and along another great passage, on whose stone floor our steps rang heavily. At the end of this he threw open a heavy door, and I rejoiced to see within a well-lit room in which a table was spread for supper, and on whose mighty hearth a great fire of logs, freshly replenished, flamed and flared.",terror
"The Count halted, putting down my bags, closed the door, and crossing the room, opened another door, which led into a small octagonal room lit by a single lamp, and seemingly without a window of any sort. Passing through this, he opened another door, and motioned me to enter. It was a welcome sight; for here was a great bedroom well lighted and warmed with another log fire,--also added to but lately, for the top logs were fresh--which sent a hollow roar up the wide chimney. The Count himself left my luggage inside and withdrew, saying, before he closed the door:--",terror
"“You will need, after your journey, to refresh yourself by making your toilet. I trust you will find all you wish. When you are ready, come into the other room, where you will find your supper prepared.”",terror
"The light and warmth and the Count’s courteous welcome seemed to have dissipated all my doubts and fears. Having then reached my normal state, I discovered that I was half famished with hunger; so making a hasty toilet, I went into the other room.",terror
"I handed to him the sealed letter which Mr. Hawkins had entrusted to me. He opened it and read it gravely; then, with a charming smile, he handed it to me to read. One passage of it, at least, gave me a thrill of pleasure.",terror
"“I must regret that an attack of gout, from which malady I am a constant sufferer, forbids absolutely any travelling on my part for some time to come; but I am happy to say I can send a sufficient substitute, one in whom I have every possible confidence. He is a young man, full of energy and talent in his own way, and of a very faithful disposition. He is discreet and silent, and has grown into manhood in my service. He shall be ready to attend on you when you will during his stay, and shall take your instructions in all matters.”",terror
"The Count himself came forward and took off the cover of a dish, and I fell to at once on an excellent roast chicken. This, with some cheese and a salad and a bottle of old Tokay, of which I had two glasses, was my supper. During the time I was eating it the Count asked me many questions as to my journey, and I told him by degrees all I had experienced.",terror
"By this time I had finished my supper, and by my host’s desire had drawn up a chair by the fire and begun to smoke a cigar which he offered me, at the same time excusing himself that he did not smoke. I had now an opportunity of observing him, and found him of a very marked physiognomy.",terror
"“But you must be tired. Your bedroom is all ready, and to-morrow you shall sleep as late as you will. I have to be away till the afternoon; so sleep well and dream well!” With a courteous bow, he opened for me himself the door to the octagonal room, and I entered my bedroom....",terror
"_7 May._--It is again early morning, but I have rested and enjoyed the last twenty-four hours. I slept till late in the day, and awoke of my own accord. When I had dressed myself I went into the room where we had supped, and found a cold breakfast laid out, with coffee kept hot by the pot being placed on the hearth. There was a card on the table, on which was written:--",terror
"“I thank you, my friend, for your all too-flattering estimate, but yet I fear that I am but a little way on the road I would travel. True, I know the grammar and the words, but yet I know not how to speak them.”",terror
"“You may go anywhere you wish in the castle, except where the doors are locked, where of course you will not wish to go. There is reason that all things are as they are, and did you see with my eyes and know with my knowledge, you would perhaps better understand.” I said I was sure of this, and then he went on:--",terror
"“We are in Transylvania; and Transylvania is not England. Our ways are not your ways, and there shall be to you many strange things. Nay, from what you have told me of your experiences already, you know something of what strange things there may be.”",terror
"“But how,” said I, “can it have remained so long undiscovered, when there is a sure index to it if men will but take the trouble to look?” The Count smiled, and as his lips ran back over his gums, the long, sharp, canine teeth showed out strangely; he answered:--",terror
"“Because your peasant is at heart a coward and a fool! Those flames only appear on one night; and on that night no man of this land will, if he can help it, stir without his doors. And, dear sir, even if he did he would not know what to do. Why, even the peasant that you tell me of who marked the place of the flame would not know where to look in daylight even for his own work. Even you would not, I dare be sworn, be able to find these places again?”",terror
"“Well, but, my friend, is it not needful that I should? When I go there I shall be all alone, and my friend Harker Jonathan--nay, pardon me, I fall into my country’s habit of putting your patronymic first--my friend Jonathan Harker will not be by my side to correct and aid me. He will be in Exeter, miles away, probably working at papers of the law with my other friend, Peter Hawkins. So!”",terror
"We went thoroughly into the business of the purchase of the estate at Purfleet. When I had told him the facts and got his signature to the necessary papers, and had written a letter with them ready to post to Mr. Hawkins, he began to ask me how I had come across so suitable a place. I read to him the notes which I had made at the time, and which I inscribe here:--",terror
"“At Purfleet, on a by-road, I came across just such a place as seemed to be required, and where was displayed a dilapidated notice that the place was for sale. It is surrounded by a high wall, of ancient structure, built of heavy stones, and has not been repaired for a large number of years. The closed gates are of heavy old oak and iron, all eaten with rust.",terror
"Presently, with an excuse, he left me, asking me to put all my papers together. He was some little time away, and I began to look at some of the books around me. One was an atlas, which I found opened naturally at England, as if that map had been much used. On looking at it I found in certain places little rings marked, and on examining these I noticed that one was near London on the east side, manifestly where his new estate was situated; the other two were Exeter, and Whitby on the Yorkshire coast.",terror
"“Why, there is the morning again! How remiss I am to let you stay up so long. You must make your conversation regarding my dear new country of England less interesting, so that I may not forget how time flies by us,” and, with a courtly bow, he quickly left me.",terror
"I went into my own room and drew the curtains, but there was little to notice; my window opened into the courtyard, all I could see was the warm grey of quickening sky. So I pulled the curtains again, and have written of this day.",terror
"But I am not in heart to describe beauty, for when I had seen the view I explored further; doors, doors, doors everywhere, and all locked and bolted. In no place save from the windows in the castle walls is there an available exit.",terror
"It was by this time close on morning, and we went to bed. (_Mem._, this diary seems horribly like the beginning of the “Arabian Nights,” for everything has to break off at cockcrow--or like the ghost of Hamlet’s father.)",terror
"“Have you written since your first letter to our friend Mr. Peter Hawkins, or to any other?” It was with some bitterness in my heart that I answered that I had not, that as yet I had not seen any opportunity of sending letters to anybody.",terror
"“Then write now, my young friend,” he said, laying a heavy hand on my shoulder: “write to our friend and to any other; and say, if it will please you, that you shall stay with me until a month from now.”",terror
"“I desire it much; nay, I will take no refusal. When your master, employer, what you will, engaged that someone should come on his behalf, it was understood that my needs only were to be consulted. I have not stinted. Is it not so?”",terror
"What could I do but bow acceptance? It was Mr. Hawkins’s interest, not mine, and I had to think of him, not myself; and besides, while Count Dracula was speaking, there was that in his eyes and in his bearing which made me remember that I was a prisoner, and that if I wished it I could have no choice. The Count saw his victory in my bow, and his mastery in the trouble of my face, for he began at once to use them, but in his own smooth, resistless way:--",terror
"_Later._--I endorse the last words written, but this time there is no doubt in question. I shall not fear to sleep in any place where he is not. I have placed the crucifix over the head of my bed--I imagine that my rest is thus freer from dreams; and there it shall remain.",terror
"What manner of man is this, or what manner of creature is it in the semblance of man? I feel the dread of this horrible place overpowering me; I am in fear--in awful fear--and there is no escape for me; I am encompassed about with terrors that I dare not think of....",terror
"for now, feeling as though my own brain were unhinged or as if the shock had come which must end in its undoing, I turn to my diary for repose. The habit of entering accurately must help to soothe me.",terror
"“He is young and strong; there are kisses for us all.” I lay quiet, looking out under my eyelashes in an agony of delightful anticipation. The fair girl advanced and bent over me till I could feel the movement of her breath upon me. Sweet it was in one sense, honey-sweet, and sent the same tingling through the nerves as her voice, but with a bitter underlying the sweet, a bitter offensiveness, as one smells in blood.",terror
"“How dare you touch him, any of you? How dare you cast eyes on him when I had forbidden it? Back, I tell you all! This man belongs to me! Beware how you meddle with him, or you’ll have to deal with me.” The fair girl, with a laugh of ribald coquetry, turned to answer him:--",terror
"“You yourself never loved; you never love!” On this the other women joined, and such a mirthless, hard, soulless laughter rang through the room that it almost made me faint to hear; it seemed like the pleasure of fiends. Then the Count turned, after looking at my face attentively, and said in a soft whisper:--",terror
"“Yes, I too can love; you yourselves can tell it from the past. Is it not so? Well, now I promise you that when I am done with him you shall kiss him at your will. Now go! go! I must awaken him, for there is work to be done.”",terror
"_18 May._--I have been down to look at that room again in daylight, for I _must_ know the truth. When I got to the doorway at the top of the stairs I found it closed. It had been so forcibly driven against the jamb that part of the woodwork was splintered. I could see that the bolt of the lock had not been shot, but the door is fastened from the inside. I fear it was no dream, and must act on this surmise.",terror
"I shall write some letters home, and shall try to get them to have them posted. I have already spoken them through my window to begin acquaintanceship. They took their hats off and made obeisance and many signs, which, however, I could not understand any more than I could their spoken language....",terror
"I have written the letters. Mina’s is in shorthand, and I simply ask Mr. Hawkins to communicate with her. To her I have explained my situation, but without the horrors which I may only surmise. It would shock and frighten her to death were I to expose my heart to her. Should the letters not carry, then the Count shall not yet know my secret or the extent of my knowledge....",terror
"I have given the letters; I threw them through the bars of my window with a gold piece, and made what signs I could to have them posted. The man who took them pressed them to his heart and bowed, and then put them in his cap. I could do no more. I stole back to the study, and began to read. As the Count did not come in, I have written here....",terror
"“The Szgany has given me these, of which, though I know not whence they come, I shall, of course, take care. See!”--he must have looked at it--“one is from you, and to my friend Peter Hawkins; the other”--here he caught sight of the strange symbols as he opened the envelope, and the dark look came into his face, and his eyes blazed wickedly--“the other is a vile thing, an outrage upon friendship and hospitality! It is not signed. Well! so it cannot matter to us.” And he calmly held letter and envelope in the flame of the lamp till they were consumed. Then he went on:--",terror
"“The letter to Hawkins--that I shall, of course, send on, since it is yours. Your letters are sacred to me. Your pardon, my friend, that unknowingly I did break the seal. Will you not cover it again?” He held out the letter to me, and with a courteous bow handed me a clean envelope. I could only redirect it and hand it to him in silence. When he went out of the room I could hear the key turn softly. A minute later I went over and tried it, and the door was locked.",terror
"When, an hour or two after, the Count came quietly into the room, his coming awakened me, for I had gone to sleep on the sofa. He was very courteous and very cheery in his manner, and seeing that I had been sleeping, he said:--",terror
"“So, my friend, you are tired? Get to bed. There is the surest rest. I may not have the pleasure to talk to-night, since there are many labours to me; but you will sleep, I pray.” I passed to my room and went to bed, and, strange to say, slept without dreaming. Despair has its own calms.",terror
"_31 May._--This morning when I woke I thought I would provide myself with some paper and envelopes from my bag and keep them in my pocket, so that I might write in case I should get an opportunity, but again a surprise, again a shock!",terror
"Every scrap of paper was gone, and with it all my notes, my memoranda, relating to railways and travel, my letter of credit, in fact all that might be useful to me were I once outside the castle. I sat and pondered awhile, and then some thought occurred to me, and I made search of my portmanteau and in the wardrobe where I had placed my clothes.",terror
"_24 June, before morning._--Last night the Count left me early, and locked himself into his own room. As soon as I dared I ran up the winding stair, and looked out of the window, which opened south. I thought I would watch for the Count, for there is something going on. The Szgany are quartered somewhere in the castle and are doing work of some kind. I know it, for now and then I hear a far-away muffled sound as of mattock and spade, and, whatever it is, it must be the end of some ruthless villainy.",terror
"I thought I would watch for the Count’s return, and for a long time sat doggedly at the window. Then I began to notice that there were some quaint little specks floating in the rays of the moonlight. They were like the tiniest grains of dust, and they whirled round and gathered in clusters in a nebulous sort of way. I watched them with a sense of soothing, and a sort of calm stole over me. I leaned back in the embrasure in a more comfortable position, so that I could enjoy more fully the aërial gambolling.",terror
"When a couple of hours had passed I heard something stirring in the Count’s room, something like a sharp wail quickly suppressed; and then there was silence, deep, awful silence, which chilled me. With a beating heart, I tried the door; but I was locked in my prison, and could do nothing. I sat down and simply cried.",terror
"As I sat I heard a sound in the courtyard without--the agonised cry of a woman. I rushed to the window, and throwing it up, peered out between the bars. There, indeed, was a woman with dishevelled hair, holding her hands over her heart as one distressed with running. She was leaning against a corner of the gateway. When she saw my face at the window she threw herself forward, and shouted in a voice laden with menace:--",terror
"She threw herself on her knees, and raising up her hands, cried the same words in tones which wrung my heart. Then she tore her hair and beat her breast, and abandoned herself to all the violences of extravagant emotion. Finally, she threw herself forward, and, though I could not see her, I could hear the beating of her naked hands against the door.",terror
"Somewhere high overhead, probably on the tower, I heard the voice of the Count calling in his harsh, metallic whisper. His call seemed to be answered from far and wide by the howling of wolves. Before many minutes had passed a pack of them poured, like a pent-up dam when liberated, through the wide entrance into the courtyard.",terror
"It has always been at night-time that I have been molested or threatened, or in some way in danger or in fear. I have not yet seen the Count in the daylight. Can it be that he sleeps when others wake, that he may be awake whilst they sleep? If I could only get into his room! But there is no possible way. The door is always locked, no way for me.",terror
"Yes, there is a way, if one dares to take it. Where his body has gone why may not another body go? I have seen him myself crawl from his window. Why should not I imitate him, and go in by his window? The chances are desperate, but my need is more desperate still. I shall risk it. At the worst it can only be death; and a man’s death is not a calf’s, and the dreaded Hereafter may still be open to me. God help me in my task! Good-bye, Mina, if I fail; good-bye, my faithful friend and second father; good-bye, all, and last of all Mina!",terror
"_29 June._--To-day is the date of my last letter, and the Count has taken steps to prove that it was genuine, for again I saw him leave the castle by the same window, and in my clothes. As he went down the wall, lizard fashion, I wished I had a gun or some lethal weapon, that I might destroy him; but I fear that no weapon wrought alone by man’s hand would have any effect on him. I dared not wait to see him return, for I feared to see those weird sisters. I came back to the library, and read there till I fell asleep.",terror
"“You English have a saying which is close to my heart, for its spirit is that which rules our _boyars_: ‘Welcome the coming; speed the parting guest.’ Come with me, my dear young friend. Not an hour shall you wait in my house against your will, though sad am I at your going, and that you so suddenly desire it. Come!” With a stately gravity, he, with the lamp, preceded me down the stairs and along the hall. Suddenly he stopped.",terror
"Close at hand came the howling of many wolves. It was almost as if the sound sprang up at the rising of his hand, just as the music of a great orchestra seems to leap under the bâton of the conductor. After a pause of a moment, he proceeded, in his stately way, to the door, drew back the ponderous bolts, unhooked the heavy chains, and began to draw it open.",terror
"“Shut the door; I shall wait till morning!” and covered my face with my hands to hide my tears of bitter disappointment. With one sweep of his powerful arm, the Count threw the door shut, and the great bolts clanged and echoed through the hall as they shot back into their places.",terror
"In silence we returned to the library, and after a minute or two I went to my own room. The last I saw of Count Dracula was his kissing his hand to me; with a red light of triumph in his eyes, and with a smile that Judas in hell might be proud of.",terror
"“Back, back, to your own place! Your time is not yet come. Wait! Have patience! To-night is mine. To-morrow night is yours!” There was a low, sweet ripple of laughter, and in a rage I threw open the door, and saw without the three terrible women licking their lips. As I appeared they all joined in a horrible laugh, and ran away.",terror
"_30 June, morning._--These may be the last words I ever write in this diary. I slept till just before the dawn, and when I woke threw myself on my knees, for I determined that if Death came he should find me ready.",terror
"At last I felt that subtle change in the air, and knew that the morning had come. Then came the welcome cock-crow, and I felt that I was safe. With a glad heart, I opened my door and ran down to the hall. I had seen that the door was unlocked, and now escape was before me. With hands that trembled with eagerness, I unhooked the chains and drew back the massive bolts.",terror
"But the door would not move. Despair seized me. I pulled, and pulled, at the door, and shook it till, massive as it was, it rattled in its casement. I could see the bolt shot. It had been locked after I left the Count.",terror
"Then a wild desire took me to obtain that key at any risk, and I determined then and there to scale the wall again and gain the Count’s room. He might kill me, but death now seemed the happier choice of evils. Without a pause I rushed up to the east window, and scrambled down the wall, as before, into the Count’s room. It was empty, but that was as I expected. I could not see a key anywhere, but the heap of gold remained. I went through the door in the corner and down the winding stair and along the dark passage to the old chapel. I knew now well enough where to find the monster I sought.",terror
"As I write there is in the passage below a sound of many tramping feet and the crash of weights being set down heavily, doubtless the boxes, with their freight of earth. There is a sound of hammering; it is the box being nailed down. Now I can hear the heavy feet tramping again along the hall, with many other idle feet coming behind them.",terror
"I shall not remain alone with them; I shall try to scale the castle wall farther than I have yet attempted. I shall take some of the gold with me, lest I want it later. I may find a way from this dreadful place.",terror
"“‘Miss Lucy, I know I ain’t good enough to regulate the fixin’s of your little shoes, but I guess if you wait till you find a man that is you will go join them seven young women with the lamps when you quit. Won’t you just hitch up alongside of me and let us go down the long road together, driving in double harness?’",terror
"“‘Lucy, you are an honest-hearted girl, I know. I should not be here speaking to you as I am now if I did not believe you clean grit, right through to the very depths of your soul. Tell me, like one good fellow to another, is there any one else that you care for? And if there is I’ll never trouble you a hair’s breadth again, but will be, if you will let me, a very faithful friend.’",terror
"“My dear Mina, why are men so noble when we women are so little worthy of them? Here was I almost making fun of this great-hearted, true gentleman. I burst into tears--I am afraid, my dear, you will think this a very sloppy letter in more ways than one--and I really felt very badly. Why can’t they let a girl marry three men, or as many as want her, and save all this trouble? But this is heresy, and I must not say it. I am glad to say that, though I was crying, I was able to look into Mr. Morris’s brave eyes, and I told him out straight:--",terror
"“‘Yes, there is some one I love, though he has not told me yet that he even loves me.’ I was right to speak to him so frankly, for quite a light came into his face, and he put out both his hands and took mine--I think I put them into his--and said in a hearty way:--",terror
"“P.S.--Oh, about number Three--I needn’t tell you of number Three, need I? Besides, it was all so confused; it seemed only a moment from his coming into the room till both his arms were round me, and he was kissing me. I am very, very happy, and I don’t know what I have done to deserve it. I must only try in the future to show that I am not ungrateful to God for all His goodness to me in sending to me such a lover, such a husband, and such a friend.",terror
"_25 May._--Ebb tide in appetite to-day. Cannot eat, cannot rest, so diary instead. Since my rebuff of yesterday I have a sort of empty feeling; nothing in the world seems of sufficient importance to be worth the doing.... As I knew that the only cure for this sort of thing was work, I went down amongst the patients. I picked out one who has afforded me a study of much interest. He is so quaint that I am determined to understand him as well as I can. To-day I seemed to get nearer than ever before to the heart of his mystery.",terror
"I questioned him more fully than I had ever done, with a view to making myself master of the facts of his hallucination. In my manner of doing it there was, I now see, something of cruelty. I seemed to wish to keep him to the point of his madness--a thing which I avoid with the patients as I would the mouth of hell.",terror
"(_Mem._, under what circumstances would I _not_ avoid the pit of hell?) _Omnia Romæ venalia sunt._ Hell has its price! _verb. sap._ If there be anything behind this instinct it will be valuable to trace it afterwards _accurately_, so I had better commence to do so, therefore--",terror
"The harbour lies below me, with, on the far side, one long granite wall stretching out into the sea, with a curve outwards at the end of it, in the middle of which is a lighthouse. A heavy sea-wall runs along outside of it. On the near side, the sea-wall makes an elbow crooked inversely, and its end too has a lighthouse. Between the two piers there is a narrow opening into the harbour, which then suddenly widens.",terror
"It is nice at high water; but when the tide is out it shoals away to nothing, and there is merely the stream of the Esk, running between banks of sand, with rocks here and there. Outside the harbour on this side there rises for about half a mile a great reef, the sharp edge of which runs straight out from behind the south lighthouse. At the end of it is a buoy with a bell, which swings in bad weather, and sends in a mournful sound on the wind. They have a legend here that when a ship is lost bells are heard out at sea. I must ask the old man about this; he is coming this way....",terror
"He is a funny old man. He must be awfully old, for his face is all gnarled and twisted like the bark of a tree. He tells me that he is nearly a hundred, and that he was a sailor in the Greenland fishing fleet when Waterloo was fought. He is, I am afraid, a very sceptical person, for when I asked him about the bells at sea and the White Lady at the abbey he said very brusquely:--",terror
"“I must gang ageeanwards home now, miss. My grand-daughter doesn’t like to be kept waitin’ when the tea is ready, for it takes me time to crammle aboon the grees, for there be a many of ’em; an’, miss, I lack belly-timber sairly by the clock.”",terror
"He hobbled away, and I could see him hurrying, as well as he could, down the steps. The steps are a great feature on the place. They lead from the town up to the church, there are hundreds of them--I do not know how many--and they wind up in a delicate curve; the slope is so gentle that a horse could easily walk up and down them. I think they must originally have had something to do with the abbey. I shall go home too. Lucy went out visiting with her mother, and as they were only duty calls, I did not go. They will be home by this.",terror
"“But,” I said, “surely you are not quite correct, for you start on the assumption that all the poor people, or their spirits, will have to take their tombstones with them on the Day of Judgment. Do you think that will be really necessary?”",terror
"“To please their relatives, you suppose!” This he said with intense scorn. “How will it pleasure their relatives to know that lies is wrote over them, and that everybody in the place knows that they be lies?” He pointed to a stone at our feet which had been laid down as a slab, on which the seat was rested, close to the edge of the cliff. “Read the lies on that thruff-stean,” he said. The letters were upside down to me from where I sat, but Lucy was more opposite to them, so she leant over and read:--",terror
"“Sacred to the memory of George Canon, who died, in the hope of a glorious resurrection, on July, 29, 1873, falling from the rocks at Kettleness. This tomb was erected by his sorrowing mother to her dearly beloved son. ‘He was the only son of his mother, and she was a widow.’ Really, Mr. Swales, I don’t see anything very funny in that!” She spoke her comment very gravely and somewhat severely.",terror
"“That won’t harm ye, my pretty; an’ it may make poor Geordie gladsome to have so trim a lass sittin’ on his lap. That won’t hurt ye. Why, I’ve sat here off an’ on for nigh twenty years past, an’ it hasn’t done me no harm. Don’t ye fash about them as lies under ye, or that doesn’ lie there either! It’ll be time for ye to be getting scart when ye see the tombsteans all run away with, and the place as bare as a stubble-field. There’s the clock, an’ I must gang. My service to ye, ladies!” And off he hobbled.",terror
"Lucy and I sat awhile, and it was all so beautiful before us that we took hands as we sat; and she told me all over again about Arthur and their coming marriage. That made me just a little heart-sick, for I haven’t heard from Jonathan for a whole month.",terror
"_18 June._--He has turned his mind now to spiders, and has got several very big fellows in a box. He keeps feeding them with his flies, and the number of the latter is becoming sensibly diminished, although he has used half his food in attracting more flies from outside to his room.",terror
"_19 July._--We are progressing. My friend has now a whole colony of sparrows, and his flies and spiders are almost obliterated. When I came in he ran to me and said he wanted to ask me a great favour--a very, very great favour; and as he spoke he fawned on me like a dog. I asked him what it was, and he said, with a sort of rapture in his voice and bearing:--",terror
"“A kitten, a nice little, sleek playful kitten, that I can play with, and teach, and feed--and feed--and feed!” I was not unprepared for this request, for I had noticed how his pets went on increasing in size and vivacity, but I did not care that his pretty family of tame sparrows should be wiped out in the same manner as the flies and the spiders; so I said I would see about it, and asked him if he would not rather have a cat than a kitten. His eagerness betrayed him as he answered:--",terror
"“Oh, yes, I would like a cat! I only asked for a kitten lest you should refuse me a cat. No one would refuse me a kitten, would they?” I shook my head, and said that at present I feared it would not be possible, but that I would see about it. His face fell, and I could see a warning of danger in it, for there was a sudden fierce, sidelong look which meant killing. The man is an undeveloped homicidal maniac. I shall test him with his present craving and see how it will work out; then I shall know more.",terror
"_10 p. m._--I have visited him again and found him sitting in a corner brooding. When I came in he threw himself on his knees before me and implored me to let him have a cat; that his salvation depended upon it. I was firm, however, and told him that he could not have it, whereupon he went without a word, and sat down, gnawing his fingers, in the corner where I had found him. I shall see him in the morning early.",terror
"_11 a. m._--The attendant has just been to me to say that Renfield has been very sick and has disgorged a whole lot of feathers. “My belief is, doctor,” he said, “that he has eaten his birds, and that he just took and ate them raw!”",terror
"How well the man reasoned; lunatics always do within their own scope. I wonder at how many lives he values a man, or if at only one. He has closed the account most accurately, and to-day begun a new record. How many of us begin a new record with each day of our lives?",terror
"To me it seems only yesterday that my whole life ended with my new hope, and that truly I began a new record. So it will be until the Great Recorder sums me up and closes my ledger account with a balance to profit or loss. Oh, Lucy, Lucy, I cannot be angry with you, nor can I be angry with my friend whose happiness is yours; but I must only wait on hopeless and work. Work! work!",terror
"_3 August._--Another week gone, and no news from Jonathan, not even to Mr. Hawkins, from whom I have heard. Oh, I do hope he is not ill. He surely would have written. I look at that last letter of his, but somehow it does not satisfy me. It does not read like him, and yet it is his writing. There is no mistake of that. Lucy has not walked much in her sleep the last week, but there is an odd concentration about her which I do not understand; even in her sleep she seems to be watching me. She tries the door, and finding it locked, goes about the room searching for the key.",terror
"“I can’t make her out,” he said; “she’s a Russian, by the look of her; but she’s knocking about in the queerest way. She doesn’t know her mind a bit; she seems to see the storm coming, but can’t decide whether to run up north in the open, or to put in here. Look there again! She is steered mighty strangely, for she doesn’t mind the hand on the wheel; changes about with every puff of wind. We’ll hear more of her before this time to-morrow.”",terror
